"","muncode","mun_name","dist_name","distrito"
"489",20289,"San Nicolás","Miahuatlán",20026
"490",20291,"San Pablo Coatlán","Miahuatlán",20026
"491",20319,"San Pedro Mixtepec","Miahuatlán",20026
"492",20344,"San Sebastián Coatlán","Miahuatlán",20026
"493",20347,"San Sebastián Río Hondo","Miahuatlán",20026
"494",20351,"San Simón Almolongas","Miahuatlán",20026
"495",20353,"Santa Ana","Miahuatlán",20026
"496",20362,"Santa Catarina Cuixtla","Miahuatlán",20026
"497",20384,"Santa Cruz Xitla","Miahuatlán",20026
"498",20391,"Santa Lucía Miahuatlán","Miahuatlán",20026
"499",20424,"Santa María Ozolotepec","Miahuatlán",20026
"500",20495,"Santiago Xanica","Miahuatlán",20026
"501",20512,"Santo Domingo Ozolotepec","Miahuatlán",20026
"502",20533,"Santo Tomás Tamazulapan","Miahuatlán",20026
"503",20538,"Sitio de Xitlapehua","Miahuatlán",20026
"504",20008,"Asunción Tlacolulita","Yautepec",20027
"505",20064,"Nejapa de Madero","Yautepec",20027
"506",20122,"San Bartolo Yautepec","Yautepec",20027
"507",20125,"San Carlos Yautepec","Yautepec",20027
"508",20200,"San Juan Juquila Mixes","Yautepec",20027
"509",20204,"San Juan Lajarcia","Yautepec",20027
"510",20316,"San Pedro Mártir Quiechapa","Yautepec",20027
"511",20357,"Santa Ana Tavela","Yautepec",20027
"512",20361,"Santa Catalina Quierí","Yautepec",20027
"513",20074,"Santa Catarina Quioquitani","Yautepec",20027
"514",20410,"Santa María Ecatepec","Yautepec",20027
"515",20428,"Santa María Quiegolani","Yautepec",20027
"516",20036,"Guevea de Humboldt","Tehuantepec",20028
"517",20052,"Magdalena Tequisistlán","Tehuantepec",20028
"518",20053,"Magdalena Tlacotepec","Tehuantepec",20028
"519",20079,"Salina Cruz","Tehuantepec",20028
"520",20124,"San Blas Atempa","Tehuantepec",20028
"521",20248,"San Mateo del Mar","Tehuantepec",20028
"522",20282,"San Miguel Tenango","Tehuantepec",20028
"523",20305,"San Pedro Comitancillo","Tehuantepec",20028
"524",20307,"San Pedro Huamelula","Tehuantepec",20028
"525",20308,"San Pedro Huilotepec","Tehuantepec",20028
"526",20412,"Santa María Guienagati","Tehuantepec",20028
"527",20418,"Santa María Jalapa del Marqués","Tehuantepec",20028
"528",20421,"Santa María Mixtequilla","Tehuantepec",20028
"529",20440,"Santa María Totolapilla","Tehuantepec",20028
"530",20453,"Santiago Astata","Tehuantepec",20028
"531",20470,"Santiago Lachiguiri","Tehuantepec",20028
"532",20472,"Santiago Laollaga","Tehuantepec",20028
"533",20508,"Santo Domingo Chihuitán","Tehuantepec",20028
"534",20515,"Santo Domingo Tehuantepec","Tehuantepec",20028
"535",20005,"Asunción Ixtaltepec","Juchitán",20029
"536",20025,"Chahuites","Juchitán",20029
"537",20014,"Ciudad Ixtepec","Juchitán",20029
"538",20010,"El Barrio de la Soledad","Juchitán",20029
"539",20030,"El Espinal","Juchitán",20029
"540",20043,"Heroica Ciudad de Juchitán de Zaragoza","Juchitán",20029
"541",20057,"Matías Romero Avendaño","Juchitán",20029
"542",20075,"Reforma de Pineda","Juchitán",20029
"543",20130,"San Dionisio del Mar","Juchitán",20029
"544",20141,"San Francisco del Mar","Juchitán",20029
"545",20143,"San Francisco Ixhuatán","Juchitán",20029
"546",20198,"San Juan Guichicovi","Juchitán",20029
"547",20265,"San Miguel Chimalapa","Juchitán",20029
"548",20327,"San Pedro Tapanatepec","Juchitán",20029
"549",20407,"Santa María Chimalapa","Juchitán",20029
"550",20427,"Santa María Petapa","Juchitán",20029
"551",20441,"Santa María Xadani","Juchitán",20029
"552",20066,"Santiago Niltepec","Juchitán",20029
"553",20505,"Santo Domingo Ingenio","Juchitán",20029
"554",20513,"Santo Domingo Petapa","Juchitán",20029
"555",20525,"Santo Domingo Zanatepec","Juchitán",20029
"556",20557,"Unión Hidalgo","Juchitán",20029
"557",20012,"Candelaria Loxicha","Pochutla",20030
"558",20071,"Pluma Hidalgo","Pochutla",20030
"559",20085,"San Agustín Loxicha","Pochutla",20030
"560",20113,"San Baltazar Loxicha","Pochutla",20030
"561",20117,"San Bartolomé Loxicha","Pochutla",20030
"562",20253,"San Mateo Piñas","Pochutla",20030
"563",20266,"San Miguel del Puerto","Pochutla",20030
"564",20306,"San Pedro el Alto","Pochutla",20030
"565",20324,"San Pedro Pochutla","Pochutla",20030
"566",20366,"Santa Catarina Loxicha","Pochutla",20030
"567",20401,"Santa María Colotepec","Pochutla",20030
"568",20413,"Santa María Huatulco","Pochutla",20030
"569",20439,"Santa María Tonameca","Pochutla",20030
"570",20509,"Santo Domingo de Morelos","Pochutla",20030
